title,company,location,description,category,created,salary_min,salary_max
"Senior Product Designer, International Buyer Experience",Etsy,"Brooklyn, New York City","Company Description Etsy is the global marketplace for unique and creative goods. We build, power, and evolve the tools and technologies that connect millions of entrepreneurs with millions of buyers around the world. As an Etsy Inc. employee , whether a team member of Etsy, Reverb, or Depop, you will tackle unique, meaningful, and large-scale problems alongside passionate coworkers, all the while making a rewarding impact and Keeping Commerce Human. Salary Range: $141,000.00 - $183,000.00 What…",Creative & Design Jobs,2025-01-10T08:53:03Z,141000.0,183000.0
Strategic Influencer Business Development Manager Job at moomoo in Jersey City,moomoo,"Jersey City, Hudson County","About Futu US Inc. Futu US Inc. stands at the forefront of financial services, housing two SEC registered broker-dealers alongside a cryptocurrency brokerage - all operating under the reputable wing of Futu Holdings Limited (Nasdaq: FUTU). Our core mission revolves around innovating the investing landscape through a digitized brokerage and wealth management platform that's designed to elevate the investment experience. Here's a closer look at our key entities: Futu Clearing Inc.: An SEC registe…","PR, Advertising & Marketing Jobs",2025-02-12T07:12:15Z,75845.02,75845.02
Assistant Account Executive,RAPP,"New York City, New York","RAPP New York is looking for a Junior Account Executive to join our award-winning Account Leadership team. WHO WE ARE: We are RAPP – world leaders in activating growth with precision and empathy at scale. As a global, next-generation precision marketing agency we leverage data, creativity, technology, and empathy to foster client growth. We champion individuality in the marketing solutions we create, and in our workplace. We fight for solutions that adapt to the individual’s needs, beliefs, beh…","PR, Advertising & Marketing Jobs",2025-03-23T14:16:04Z,50000.0,60000.0
Strategic Influencer Business Development Manager Job at moomoo in Jersey City,moomoo,"Jersey City, Hudson County","Job Description Job Description About Futu US Inc. Futu US Inc. stands at the forefront of financial services, housing two SEC registered broker-dealers alongside a cryptocurrency brokerage — all operating under the reputable wing of Futu Holdings Limited (Nasdaq: FUTU). Our core mission revolves around innovating the investing landscape through a digitized brokerage and wealth management platform that's designed to elevate the investment experience. Here's a closer look at our key entities: Fu…","PR, Advertising & Marketing Jobs",2025-04-13T15:31:59Z,75688.01,75688.01
Associate Product Designer - With an Eye for Illustration,UncommonGoods,"New York City, New York","You've got a sketchbook full of ideas and the skills to bring them to life. You obsess over line weight, color palettes, and how things feel-and we love you for it. At Uncommon Goods, we design products that surprise and delight-and we're looking for an Associate Product Designer with a strong illustration background to help us bring original concepts to life. You'll work closely with our Senior Designer and Merchandising teams to ideate, sketch, prototype, and refine products that look good an…","PR, Advertising & Marketing Jobs",2025-04-20T15:30:23Z,84339.18,84339.18
Moomoo US is hiring: Strategic Influencer Business Development Manager in Jersey,Moomoo US,"Jersey City, Hudson County","Strategic Influencer Business Development Manager Moomoo US Jersey City, United States About Futu US Inc. Futu US Inc. stands at the forefront of financial services, housing two SEC registered broker-dealers alongside a cryptocurrency brokerage — all operating under the reputable wing of Futu Holdings Limited (Nasdaq: FUTU). Our core mission revolves around innovating the investing landscape through a digitized brokerage and wealth management platform that's designed to elevate the investment e…",Sales Jobs,2025-03-30T15:17:11Z,79994.48,79994.48
"Senior Associate, Data Engineer",New York Life Insurance Co,"New York City, New York","Job Requisition ID: 91765 Location Designation: Fully Onsite Location : 51 Madison Avenue, New York, New York 10010, position allows telecommute option. Offered Wage : $170,373.00/year Duties : Support Software Developers, Database Architects, Data Analysts, and Data Scientists related to data initiatives and ensures data design and delivery is consistent for business and technical efforts. Identify, design, and implement internal process improvements for greater scalability, optimize data deli…",IT Jobs,2025-04-09T22:02:40Z,96503.36,96503.36
Senior Data Scientist - Business Systems,MongoDB,"Grand Central, Manhattan","MongoDB's mission is to empower innovators to create, transform, and disrupt industries by unleashing the power of software and data. We enable organizations of all sizes to easily build, scale, and run modern applications by helping them modernize legacy workloads, embrace innovation, and unleash AI. Our industry-leading developer data platform, MongoDB Atlas, is the only globally distributed, multi-cloud database and is available in more than 115 regions across AWS, Google Cloud, and Microsof…",IT Jobs,2025-04-01T11:18:37Z,182317.23,182317.23
"Head of Data & AI, Corporate Functions",Guardian Life,"Grand Central, Manhattan","Every day, Guardian helps our 29 million customers realize their dreams through a range of insurance and financial products and services. Our Purpose, to inspire well-being, guides our dedication to the colleagues, consumers, and communities we serve. We know that people count, and we go above and beyond to prepare them for the life they want to live, focusing on their overall well-being - mind, body, and wallet. As one of the largest mutual insurance companies, we put our customers first. Behi…",IT Jobs,2025-02-11T18:55:43Z,124057.73,124057.73
Data Engineer Professional - Client and Innovation,Apollo Management Holdings,"New York City, New York","Position Overview At Apollo, we’re a global team of alternative investment managers passionate about delivering uncommon value to our investors and shareholders. With over 30 years of proven expertise across Private Equity, Credit and Real Estate, regions and industries, we’re known for our integrated businesses, our strong investment performance, our value-oriented philosophy – and our people. As a Lead Data Engineer on our growing team, you’ll play a critical role in building and maintaining …",IT Jobs,2025-04-06T01:15:44Z,140000.0,205000.0
Analyst - Cloud Cost Optimization,Maximus,"New York City, New York","Description & Requirements The Cloud Cost Optimization Analyst ensures cloud activities are undertaken in a fiscally responsible manner, partnering with stakeholders and engineering teams to maximize savings and optimize cloud environments. We're looking for a data-driven analyst to join our team and become the advocate of responsible cloud spending. This person will play a critical role in optimizing our multi-cloud environment, root out wasteful spending, track optimizations to completion, an…",IT Jobs,2025-04-04T01:19:41Z,103802.7,103802.7
Analyst - Cloud Cost Optimization,Maximus,"Flushing, Queens","Description & Requirements The Cloud Cost Optimization Analyst ensures cloud activities are undertaken in a fiscally responsible manner, partnering with stakeholders and engineering teams to maximize savings and optimize cloud environments. We're looking for a data-driven analyst to join our team and become the advocate of responsible cloud spending. This person will play a critical role in optimizing our multi-cloud environment, root out wasteful spending, track optimizations to completion, an…",IT Jobs,2025-04-04T01:22:18Z,99149.12,99149.12
Analyst - Cloud Cost Optimization,Maximus,"Long Island City, Queens","Description & Requirements The Cloud Cost Optimization Analyst ensures cloud activities are undertaken in a fiscally responsible manner, partnering with stakeholders and engineering teams to maximize savings and optimize cloud environments. We're looking for a data-driven analyst to join our team and become the advocate of responsible cloud spending. This person will play a critical role in optimizing our multi-cloud environment, root out wasteful spending, track optimizations to completion, an…",IT Jobs,2025-04-04T01:22:18Z,103432.33,103432.33
SOLVE(D) | An IPG Health Company is hiring: Media Buyer in New York,SOLVE | An IPG Health Company,"New York City, New York","SOLVE(D) | An IPG Health Company provided pay range This range is provided by SOLVE(D) | An IPG Health Company. Your actual pay will be based on your skills and experience — talk with your recruiter to learn more. Base pay range $60,000.00/yr - $80,000.00/yr JOB SUMMARY: The Media Buyer works day-to-day on their assigned brands and is expected to support the outputs and deliverables as directed by their managers. The Buyer must understand the client’s brand and marketing objectives and steward …","PR, Advertising & Marketing Jobs",2025-02-12T07:11:31Z,62937.0,62937.0
Compliance Analyst - Operations,"Interstate Waste Services, Inc.","Tyler Park, Hudson County","Overview Interstate Waste Services is the most progressive and innovative provider of solid waste and recycling services in the country We primarily service Northern New Jersey, Southern New York State, New York City, with a landfill located in Ohio, where we also own and operate a state-of-the-art rail-served landfill. We cater to a diverse range of residential, industrial, and commercial customers. Our mission has always been to provide our customers with the highest quality waste, recycling,…",Logistics & Warehouse Jobs,2025-01-10T18:46:10Z,70555.23,70555.23
"Associate Director, Securitization Product Manager/Business Analyst",0000050176 RBC Capital Markets,"Jersey City, Hudson County","Job Summary Job Description What is the opportunity? The role is for a Senior Technical Business Analyst (Associate Director level) within Client, Banking, Digital, and Data Technology (CBDDT) Team within RBC Capital Markets The individual in this role will work closely with members of Securitization Financing team (part of Global Markets) located in Wilmington, Delaware. This is a hybrid role, and the expectation is that this individual will be able to come into the Wilmington office on weekly…",IT Jobs,2025-04-10T01:25:53Z,110000.0,190000.0
Product Designer,Gecko Robotics,"New York City, New York","What We Do Gecko Robotics is helping the world’s most important organizations ensure the availability, reliability, and sustainability of critical infrastructure. Gecko's complete and connected solutions combine wall-climbing robots, industry-leading sensors, and an AI-powered data platform to provide customers with a unique window into the current and future health of their physical assets. This enables real-time decision making to increase the efficiency and safety of operations, promote miss…",Engineering Jobs,2025-03-18T20:34:46Z,109149.66,109149.66
Senior Data Scientist - New York City,Aircall,"New York City, New York","Aircall is the world’s leading integrated customer communications and intelligence platform for growing businesses. Trusted by over 20,000 companies worldwide, Aircall unifies voice and digital channels into one seamless platform, offering one-click integrations with leading CRMs and over 100 business tools. With real-time, AI-powered insights and feedback, AI agents, and automation, we help sales and support teams save time on routine tasks, uncover opportunities, and deliver exceptional custo…",IT Jobs,2024-10-05T09:59:28Z,215791.16,215791.16
Medical Director (Marketplace),Molina Healthcare,"New York City, New York","JOB DESCRIPTION Job Summary Responsible for serving as the primary liaison between administration and medical staff. Assures the ongoing development and implementation of policies and procedures that guide and support the provisions of medical staff services. Maintains a working knowledge of applicable national, state, and local laws and regulatory requirements affecting the medical and clinical staff. Job Duties - Provides medical oversight and expertise in appropriateness and medical necessit…",Healthcare & Nursing Jobs,2025-04-15T10:54:35Z,142102.86,142102.86
Medical Director (Marketplace),Molina Healthcare,"Grand Central, Manhattan","JOB DESCRIPTION Job Summary Responsible for serving as the primary liaison between administration and medical staff. Assures the ongoing development and implementation of policies and procedures that guide and support the provisions of medical staff services. Maintains a working knowledge of applicable national, state, and local laws and regulatory requirements affecting the medical and clinical staff. Job Duties - Provides medical oversight and expertise in appropriateness and medical necessit…",Healthcare & Nursing Jobs,2025-04-15T10:54:34Z,139027.27,139027.27
"Senior Manager, Search",Ketchum,"Grand Central, Manhattan","About Ketchum As a global communications consultancy with 100 years of experience, Ketchum is a trusted partner who is equal parts creative and analytical. Ketchum is a place where all perspectives and points of view are welcome and encouraged. We are a collection of communications specialists, content creators, creatives, researchers, data analysts, media pros, digital strategists, issues and crisis counselors, and tech nerds. And we love when those worlds collide to create the very best teams…","PR, Advertising & Marketing Jobs",2025-04-17T10:55:51Z,120513.87,120513.87
Senior Product Manager,Brigit,"New York City, New York","Hi, we're Brigit A holistic financial health company helping everyday Americans build a brighter financial future. With a business model that is aligned with our customers, we create transparent, fair, and simple financial products that put money back in the hands of our members, help them spend wisely, avoid unfair fees and build their credit quickly. If autonomy, ownership, and having meaningful input at the company you work for is important to you, come join our growing team Brigit is doing …",IT Jobs,2025-02-08T10:30:38Z,140000.0,195000.0
Data Scientist,Everytown for Gun Safety Support Fund,"Grand Central, Manhattan","Everytown for Gun Safety, the nation’s largest gun violence prevention advocacy group, is seeking a Data Scientist. The Everytown Research Department studies how gun violence occurs in America and identifies the best policies and interventions to prevent and address it. In this role, the Data Scientist will need to understand and communicate about the various types of gun violence, who it impacts, and how it impacts different communities and populations differently. You must be committed to add…",Scientific & QA Jobs,2025-04-04T20:10:20Z,85000.0,95000.0
"Manager, Data and Insights, Marketing",The New York Times,"New York City, New York","The mission of The New York Times is to seek the truth and help people understand the world. That means independent journalism is at the heart of all we do as a company. It’s why we have a world-renowned newsroom that sends journalists to report on the ground from nearly 160 countries. It’s why we focus deeply on how our readers will experience our journalism, from print to audio to a world-class digital and app destination. And it’s why our business strategy centers on making journalism so goo…","PR, Advertising & Marketing Jobs",2025-02-19T19:37:09Z,120000.0,135000.0
Medical Director Specialty Medical Services & Medicaid Perf.,Molina Healthcare,"New York City, New York","JOB DESCRIPTION Job Summary The Medical Director for Specialty Medical Services & Market Performance will provide clinical expertise and support to the enterprise. Primary responsibilities will include specialized medical necessity reviews and/or appeals and supporting market performance. Performance activities include physician auditing, training, and performance improvement activities. Additionally, they will serve as subject matter experts in other areas of the organization for their area of…",Healthcare & Nursing Jobs,2025-04-10T12:06:03Z,147257.58,147257.58
"Account Supervisor, Issues & Crisis",Ketchum,"Grand Central, Manhattan","About Ketchum As a global communications consultancy with 100 years of experience, Ketchum is a trusted partner who is equal parts creative and analytical. Ketchum is a place where all perspectives and points of view are welcome and encouraged. We are a collection of communications specialists, content creators, creatives, researchers, data analysts, media pros, digital strategists, issues and crisis counselors, and tech nerds. And we love when those worlds collide to create the very best teams…","PR, Advertising & Marketing Jobs",2025-04-10T12:05:53Z,83087.7,83087.7
Bloomberg Intelligence - Fintech & Payments Equity Research Associate,Bloomberg,"Grand Central, Manhattan","Bloomberg Intelligence - BI Associate Analyst - Fintech & Payments Bloomberg Intelligence (BI) research delivers an independent perspective providing interactive data and research across industries and global markets, plus insights into company fundamentals. The BI team of 500 research professionals is here to help clients make more informed decisions in the rapidly moving investment landscape. BI's coverage spans all major global markets, more than 135 industries and 2,000 companies, while con…",Accounting & Finance Jobs,2025-04-18T10:54:51Z,93495.73,93495.73
Internal Auditor - Investment Management,Neuberger Berman,"New York City, New York","Neuberger Berman delivers comprehensive investment management products and services to a broad base of clients, from individuals to mid-sized businesses to large institutional investors. This includes separately managed institutional accounts, private wealth management services, 40 Act Mutual Funds, UCITS Funds, and Private Funds. Investment management strategies and products cover a spectrum of traditional and alternative asset classes and risk/return profiles. As an Internal Auditor, you will…",Accounting & Finance Jobs,2025-03-21T23:12:52Z,110000.0,145000.0
Mental Health Clinician,Scismic,"New York City, New York","Scismic is supporting the growth of a non-profit corporation founded in 1973 and committed to the mental and physical wellbeing of vulnerable New Yorkers. If you are interested in being part of an interdisciplinary team and doing mission-driven and impactful work, please apply Job Overview: The Licensed Mental Health Professional will play a pivotal role on one of Governor’s newly launched innovative Safe Options Support (SOS) teams, that will provide comprehensive care to street homeless or su…",Healthcare & Nursing Jobs,2024-09-20T09:51:28Z,68900.12,68900.12
"Account Executive, Influence",Ketchum,"Grand Central, Manhattan","About Ketchum As a global communications consultancy with 100 years of experience, Ketchum is a trusted partner who is equal parts creative and analytical. Ketchum is a place where all perspectives and points of view are welcome and encouraged. We are a collection of communications specialists, content creators, creatives, researchers, data analysts, media pros, digital strategists, issues and crisis counselors, and tech nerds. And we love when those worlds collide to create the very best teams…","PR, Advertising & Marketing Jobs",2025-02-18T09:46:38Z,90603.96,90603.96
"Account Executive, CPG",Ketchum,"Grand Central, Manhattan","About Ketchum As a global communications consultancy with 100 years of experience, Ketchum is a trusted partner who is equal parts creative and analytical. Ketchum is a place where all perspectives and points of view are welcome and encouraged. We are a collection of communications specialists, content creators, creatives, researchers, data analysts, media pros, digital strategists, issues and crisis counselors, and tech nerds. And we love when those worlds collide to create the very best teams…","PR, Advertising & Marketing Jobs",2025-03-05T09:47:46Z,96114.29,96114.29
"FinTech Analyst - Discounts, Gift Cards, Chargebacks & Refunds",StubHub,"New York City, New York","StubHub is on a mission to redefine the live event experience on a global scale. Whether someone is looking to attend their first event or their hundredth, we’re here to delight them all the way from the moment they start looking for a ticket until they step through the gate. The same goes for our sellers. From fans selling a single ticket to the promoters of a worldwide stadium tour, we want StubHub to be the safest, most convenient way to offer a ticket to the millions of fans who browse our …",Accounting & Finance Jobs,2025-04-10T03:09:18Z,100000.0,120000.0
SQL Developer,Public Health Solutions,"Astoria, Queens","Company Overview: With an annual budget of $2.3 billion and more than 7,000 employees throughout the five boroughs, the New York City Department of Health and Mental Hygiene (NYC DOHMH) is one of the largest public health agencies in the world, serving 8 million New Yorkers from diverse ethnic and cultural backgrounds. We're tackling a broad range of public health issues with innovative policies and programs and getting exceptional results, but our work is never finished. The breadth of our inn…",IT Jobs,2024-10-10T09:26:05Z,103000.0,103000.0
Associate Buyer,Uncommon Goods,"Brooklyn, New York City","About the Role As an Associate Buyer of Art you will be responsible for driving growth through commercially successful products and expanding our reach in the design community through innovative partnerships. Buyers are entrepreneurial business drivers and self-starters who can create structure and work independently with limited supervision. We are always in search of the next great uncommon good, and are passionate about the people and the products we work with. About You You are persistent i…","PR, Advertising & Marketing Jobs",2025-04-14T22:05:10Z,68000.0,80000.0
CRM Product Manager - Salesforce,Neuberger Berman,"New York City, New York","We are looking for an experienced Product Manager to own the Salesforce.com platform supporting our Global Institutional and Intermediary (Retail) business lines. The platform is used by 700 staff across sales, client services, marketing, management, and analytics teams. The CRM Product Manager will be responsible for the continual evolution, support, and promotion of the CRM platform to drive commercial outcomes for these teams and the firm. Responsibilities : Build and maintain relationships …",IT Jobs,2025-04-15T20:22:24Z,130000.0,170000.0
"Ketchum is hiring: Vice President, Creative Director (Copy) in New York",Ketchum,"New York City, New York","Ketchum is looking for a VP, Copywriter to join their team This individual will work with colleagues to develop writing and editing content. Assignments will vary from the simplest news stories to more challenging assignments. About the Job Create / concept, inspire and execute great work, including content, campaigns, experiences, presentations and activations Provide strategic and aesthetic oversight, directing the execution of all creative efforts to ensure they are on strategy, on budget, a…","PR, Advertising & Marketing Jobs",2025-04-17T15:37:07Z,200215.88,200215.88
"Vice President, Creative Director (Copy)",Ketchum,"New York City, New York","Ketchum is looking for a VP, Copywriter to join their team Find out more about the daily tasks, overall responsibilities, and required experience for this opportunity by scrolling down now. This individual will work with colleagues to develop writing and editing content. Assignments will vary from the simplest news stories to more challenging assignments. About the Job Create / concept, inspire and execute great work, including content, campaigns, experiences, presentations and activations Prov…","PR, Advertising & Marketing Jobs",2025-04-17T15:37:32Z,196532.0,196532.0
Professional Development Specialist-IM,SourcePro Search,"New York City, New York","SourcePro Search has a fantastic opportunity for an experienced Professional Development Specialist-IM with our large law firm client. This role be based from the the NYC or Roseland NJ office. The IM Professional Development Specialist (the “Specialist”) is responsible for helping to ensure that professional development best practices, initiatives, and programming are integrated into the Investment Management Group (the “Group”) in order to help develop, engage and retain IM Associates and Cou…",Accounting & Finance Jobs,2024-08-07T08:01:45Z,85943.91,85943.91
"Data Product Manager (FinTech, Lending and Capital Markets)",Cross River,"Fort Lee, Bergen County","Who We Are Cross River is a highly profitable, fast-growing financial technology company powering the future of financial services. Our comprehensive suite of innovative and scalable embedded payments, cards, and lending products deliver financial services for millions of businesses and consumers around the globe. Cross River is backed by leading investors and serves the world’s most essential fintech and technology companies. Together with its partners, Cross River is reshaping global finance …",IT Jobs,2024-11-03T06:58:21Z,150000.0,180000.0
"Senior Account Executive, Lifestyle",Ketchum,"Grand Central, Manhattan","About Ketchum As a global communications consultancy with 100 years of experience, Ketchum is a trusted partner who is equal parts creative and analytical. Ketchum is a place where all perspectives and points of view are welcome and encouraged. We are a collection of communications specialists, content creators, creatives, researchers, data analysts, media pros, digital strategists, issues and crisis counselors, and tech nerds. And we love when those worlds collide to create the very best teams…","PR, Advertising & Marketing Jobs",2025-03-05T09:47:48Z,79469.05,79469.05
BRONX HEALTH COLLECTIVE MEDICAL DIRECTOR,Montefiore Medical Center,"Bronx, New York City","A mission driven, innovative federally qualified health center (FQHC) located in the South Bronx is seeking a full-time Family, Internal Medicine or Medicine-Pediatrics physician to join our team and provide leadership for adult and family medicine providers working at our FQHCs and at mobile and shelter sites for families experience homelessness. Responsibilities will include oversight of clinical services including quality, productivity, and optimization of care models to respond to patient a…",Healthcare & Nursing Jobs,2023-11-21T07:11:07Z,132258.4,132258.4
Medical Director Specialty Medical Services & Medicaid Perf.,Molina Healthcare,"Grand Central, Manhattan","JOB DESCRIPTION Job Summary The Medical Director for Specialty Medical Services & Market Performance will provide clinical expertise and support to the enterprise. Primary responsibilities will include specialized medical necessity reviews and/or appeals and supporting market performance. Performance activities include physician auditing, training, and performance improvement activities. Additionally, they will serve as subject matter experts in other areas of the organization for their area of…",Healthcare & Nursing Jobs,2025-04-15T10:54:29Z,144071.11,144071.11
HR Coordinator - Faculty Research and CLT Staff Services (aHEO),CUNY,"Grand Central, Manhattan","HR Coordinator - Faculty Research and CLT Staff Services (aHEO) POSITION DETAILS This position will report to the HR Associate Director for Teaching Instructional, CLT, Graduate Assistant and Research Staff· Services at The City College of New York. In addition to the CUNY Title Overview, the HR Coordinator will be responsible for the following: - Coordinate recruitment and onboarding processes including job postings in the CUNY Talent Acquisition Management module, advertise postings in extern…",HR & Recruitment Jobs,2024-05-05T17:34:29Z,72620.09,72620.09
"Director, Analytics",Capital Rx,"New York City, New York","Location: Hybrid (Local to NYC area) Position Summary: We are seeking a highly technical and strategic Director of Analytics to lead our growing analytics team. This role requires deep expertise in data analysis, reporting frameworks, and coding best practices. The ideal candidate will have a strong background in managing and mentoring large teams, prioritizing business-critical requests, and establishing a scalable data foundation to support business decisions. With more than 8 years of experi…",IT Jobs,2025-04-13T00:43:23Z,145000.0,175000.0
Debtwire North American Legal Analyst/Senior Legal Analyst,ION Group,"New York City, New York","The Role: Debtwire is seeking a financial restructuring lawyer with a minimum of five years of experience in the restructuring group at a law firm to join our team as a Senior Legal Analyst. In this role you will write articles that analyze complex legal issues concerning both in-court and out-of-court restructurings (including liability management transactions) for our diverse and sophisticated clients, which include hedge funds, asset managers, banks, law firms and financial advisors. Attenti…",Legal Jobs,2025-04-13T19:48:31Z,180000.0,220000.0
Health Information Scanning Analyst - Full Time,Hackensack Meridian Health,"Hackensack, Bergen County","Health Information Scanning Analyst - Full TimeHMH HOSPITALS CORPORATIONHackensack, New Jersey Apply (https://careers-hackensackmeridianhealth.icims.com/jobs/159876/login) - Requisition  2025-159876 - Shift Day - Status Full Time with Benefits Overview Our team members are the heart of what makes us better. At Hackensack Meridian Health we help our patients live better, healthier lives - and we help one another to succeed. With a culture rooted in connection and collaboration, our employees are…",Healthcare & Nursing Jobs,2025-04-03T12:06:39Z,41664.29,41664.29
Health Information Scanning Analyst - Part Time,Hackensack Meridian Health,"Hackensack, Bergen County","Health Information Scanning Analyst - Part TimeHMH HOSPITALS CORPORATIONHackensack, New Jersey Apply (https://careers-hackensackmeridianhealth.icims.com/jobs/157438/login) - Requisition  2024-157438 - Shift Weekend Evening - Status Part-time with Benefits Overview Our team members are the heart of what makes us better. At Hackensack Meridian Health we help our patients live better, healthier lives - and we help one another to succeed. With a culture rooted in connection and collaboration, our e…",Part time Jobs,2025-04-03T12:06:39Z,41111.47,41111.47
moomoo is hiring: Strategic Influencer Business Development Manager in Jersey Ci,moomoo,"Jersey City, Hudson County","Strategic Influencer Business Development Manager 1 week ago Be among the first 25 applicants Futu US Inc. stands at the forefront of financial services, housing two SEC registered broker-dealers alongside a cryptocurrency brokerage — all operating under the reputable wing of Futu Holdings Limited (Nasdaq: FUTU). Our core mission revolves around innovating the investing landscape through a digitized brokerage and wealth management platform that's designed to elevate the investment experience. H…",Sales Jobs,2025-03-21T07:08:06Z,85008.68,85008.68
"Manager, Business Analysis And Insights, Sales Strategy & Enablement - Walmart Connect",Walmart,"Hoboken, Hudson County","Position Summary The Walmart Connect Sales Strategy and Enablement Team is seeking a dynamic Manager who is well-versed and passionate about digital advertising and e-commerce. In this role, you will be responsible for driving proactive account management, insights, and support for Walmart Connect's Agency, Media, and Channel partners. Collaboration with stakeholders in our Partnership team is essential. This role demands a strong executive presence to cultivate essential stakeholder relationsh…",IT Jobs,2025-04-16T12:09:52Z,147997.84,147997.84
Machine Learning Researcher,Quanta Search,"New York City, New York","Our client is a process driven investment management group consisting of a team of researchers, traders and technologists who harness and apply the power of technology and automation to identify, model and trade global financial markets. They look for candidates who are eager to make an impact by doing real, hands-on research and development. Candidates must possess exceptional knowledge of mathematical and statistical methods as well as a proven ability to solve complex problems. A desire to w…",IT Jobs,2024-08-05T11:05:19Z,147795.31,147795.31
Senior Data Engineer,Tiger Analytics,"Jersey City, Hudson County","Job Description Job Description Tiger Analytics is a fast-growing advanced analytics consulting firm. Our consultants bring deep expertise in Data Science, Machine Learning and AI. We are the trusted analytics partner for several Fortune 100 companies, enabling them to generate business value from data. Our business value and leadership has been recognized by various market research firms, including Forrester and Gartner. We are looking for top-notch talent as we continue to build the best anal…",IT Jobs,2025-04-04T01:43:30Z,127106.42,127106.42
Resource Coordinator,Center for Justice Innovation,"Brooklyn, New York City","THE ORGANIZATION The Center for Justice Innovation is a community justice organization that centers safety and racial justice. Since our founding in 1996, the Center has partnered with community members, courts, and the people most impacted to create stronger, healthier, more just communities. Our decades of experience in courts and communities, coupled with our field-leading research and practitioner expertise, help us drive justice nationwide in innovative, powerful, and durable ways. For mor…",Legal Jobs,2025-03-07T18:23:47Z,63049.29,63049.29
Information Security Data Operations - Director,SMBC,"Tyler Park, Hudson County","SMBC Group is a top-tier global financial group. Headquartered in Tokyo and with a 400-year history, SMBC Group offers a diverse range of financial services, including banking, leasing, securities, credit cards, and consumer finance. The Group has more than 130 offices and 80,000 employees worldwide in nearly 40 countries. Sumitomo Mitsui Financial Group, Inc. (SMFG) is the holding company of SMBC Group, which is one of the three largest banking groups in Japan. SMFG's shares trade on the Tokyo…",IT Jobs,2025-03-29T11:59:03Z,136156.45,136156.45
Information Security Data Operations - Director,SMBC Group,"Five Corners, Hudson County","SMBC Group is a top-tier global financial group. Headquartered in Tokyo and with a 400-year history, SMBC Group offers a diverse range of financial services, including banking, leasing, securities, credit cards, and consumer finance. The Group has more than 130 offices and 80,000 employees worldwide in nearly 40 countries. Sumitomo Mitsui Financial Group, Inc. (SMFG) is the holding company of SMBC Group, which is one of the three largest banking groups in Japan. SMFG’s shares trade on the Tokyo…",IT Jobs,2025-04-01T12:53:56Z,140555.72,140555.72
Machine Learning Engineer,Sensor Tower,"New York City, New York","Fraud warning: It's common for scammers to create positions that look legitimate on other sites. To ensure your submission is considered, only apply for positions at Sensor Tower through our company website or through posts directly associated with Sensor Tower company profiles on sites such as LinkedIn, Indeed, BuiltIn or Hackajob. At no point will Sensor Tower ever ask for money, credit card, or bank account information to complete a job application. Communications received from Sensor Tower …",IT Jobs,2025-02-02T09:48:34Z,120000.0,150000.0
Product Marketing Manager,Uphold Uphold,"Greeley Square, Manhattan","About Uphold Uphold, is a financial technology company that believes on-chain services are the future of finance. It provides modern infrastructure for on-chain payments, banking and investments. Offering Consumer Services, Business Services and Institutional Trading. Uphold makes pioneering financial services easy and trusted for millions of customers in more than 140 countries. Uphold integrates with more than 30 trading venues, including centralized and decentralized exchanges, to deliver su…","PR, Advertising & Marketing Jobs",2025-03-13T20:20:33Z,90000.0,114000.0
Machine Learning Engineer,Sensor Tower,"Grand Central, Manhattan","Fraud warning: Its common for scammers to create positions that look legitimate on other sites. To ensure your submission is considered, only apply for positions at Sensor Tower through our company website or through posts directly associated with Sensor Tower company profiles on sites such as LinkedIn, Indeed, BuiltIn or Hackajob. At no point will Sensor Tower ever ask for money, credit card, or bank account information to complete a job application. Communications received from Sensor Tower a…",IT Jobs,2025-03-29T12:40:59Z,115984.62,115984.62
"Managing Account Supervisor, Professional Services Communications",Ketchum,"Grand Central, Manhattan","About Ketchum As a global communications consultancy with 100 years of experience, Ketchum is a trusted partner who is equal parts creative and analytical. Ketchum is a place where all perspectives and points of view are welcome and encouraged. We are a collection of communications specialists, content creators, creatives, researchers, data analysts, media pros, digital strategists, issues and crisis counselors, and tech nerds. And we love when those worlds collide to create the very best teams…","PR, Advertising & Marketing Jobs",2025-02-19T09:33:39Z,112847.31,112847.31
Conversation AI Product Manager,Newrez,"New York City, New York","Exceed the expectations of our residential mortgage borrowers & business partners through superior service, simple processes, and effective communications. We deliver on this mission by empowering our employees by encouraging and recognizing superior performance and innovative solutions, by promoting teamwork and divisional cooperation. POSITION SUMMARY We're seeking a visionary Sr Product Manager to spearhead our Conversational Artificial (AI) strategy for Lending and Servicing. In this role, …",IT Jobs,2025-04-13T19:41:58Z,104502.55,104502.55
"Product Manager II, Games",The New York Times,"New York City, New York","The mission of The New York Times is to seek the truth and help people understand the world. That means independent journalism is at the heart of all we do as a company. It’s why we have a world-renowned newsroom that sends journalists to report on the ground from nearly 160 countries. It’s why we focus deeply on how our readers will experience our journalism, from print to audio to a world-class digital and app destination. And it’s why our business strategy centers on making journalism so goo…",IT Jobs,2025-04-13T04:44:00Z,116000.0,140000.0
